solution_id,method,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,g1,g2,g3,g4,g5,detection_recall,system_MTBF_hours,is_feasible,time_seconds,sensor,algorithm,weight_id
154,WeightedSumNSGA2Baseline,621067.4157303371,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9378932.584269663,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
155,WeightedSumNSGA2Baseline,329471.50259067357,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9670528.497409327,-299996.34708,-48500.0,0.99,49999.99999999999,True,3.8350958824157715,FOS_Basic_FBG,DL_AttentionUNet_Crack,1
156,WeightedSumNSGA2Baseline,575917.4311926606,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9424082.56880734,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
157,WeightedSumNSGA2Baseline,882989.6907216494,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9117010.30927835,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
158,WeightedSumNSGA2Baseline,480288.46153846156,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9519711.538461538,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
159,WeightedSumNSGA2Baseline,489062.5,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9510937.5,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
160,WeightedSumNSGA2Baseline,812983.8709677419,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9187016.129032258,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
161,WeightedSumNSGA2Baseline,1107338.7096774194,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-8892661.290322581,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
162,WeightedSumNSGA2Baseline,904838.7096774194,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9095161.290322581,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
163,WeightedSumNSGA2Baseline,486734.693877551,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9513265.306122448,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
164,WeightedSumNSGA2Baseline,790121.3592233009,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9209878.6407767,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
165,WeightedSumNSGA2Baseline,603125.0,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9396875.0,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
166,WeightedSumNSGA2Baseline,803273.1958762887,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9196726.80412371,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
167,WeightedSumNSGA2Baseline,607429.2452830188,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9392570.754716981,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
168,WeightedSumNSGA2Baseline,623863.6363636364,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9376136.363636363,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
169,WeightedSumNSGA2Baseline,815543.4782608696,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9184456.52173913,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
170,WeightedSumNSGA2Baseline,697058.8235294118,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9302941.176470589,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
171,WeightedSumNSGA2Baseline,484500.0,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9515500.0,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
172,WeightedSumNSGA2Baseline,488471.50259067357,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9511528.497409327,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
173,WeightedSumNSGA2Baseline,1099632.3529411764,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-8900367.647058824,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
174,WeightedSumNSGA2Baseline,489062.5,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9510937.5,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
175,WeightedSumNSGA2Baseline,488471.50259067357,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9511528.497409327,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
176,WeightedSumNSGA2Baseline,448429.2452830188,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9551570.754716981,-299996.34708,-48500.0,0.99,49999.99999999999,True,3.8350958824157715,FOS_Basic_FBG,DL_AttentionUNet_Crack,1
177,WeightedSumNSGA2Baseline,661408.0459770116,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9338591.954022989,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
178,WeightedSumNSGA2Baseline,489062.5,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9510937.5,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
179,WeightedSumNSGA2Baseline,661087.786259542,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9338912.213740459,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
180,WeightedSumNSGA2Baseline,620149.2537313433,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9379850.746268656,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
181,WeightedSumNSGA2Baseline,483955.22388059704,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9516044.776119404,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
182,WeightedSumNSGA2Baseline,594000.0,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9406000.0,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
183,WeightedSumNSGA2Baseline,482352.9411764706,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9517647.05882353,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
184,WeightedSumNSGA2Baseline,488471.50259067357,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9511528.497409327,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
185,WeightedSumNSGA2Baseline,754112.9032258063,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9245887.096774194,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
186,WeightedSumNSGA2Baseline,676595.0226244343,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9323404.977375565,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
187,WeightedSumNSGA2Baseline,690971.5025906736,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9309028.497409327,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
188,WeightedSumNSGA2Baseline,615659.3406593406,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9384340.65934066,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,1
189,WeightedSumNSGA2Baseline,660769.9619771864,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9339230.038022814,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
190,WeightedSumNSGA2Baseline,620149.2537313433,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9379850.746268656,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
191,WeightedSumNSGA2Baseline,766293.103448276,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9233706.896551725,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
192,WeightedSumNSGA2Baseline,829224.1379310344,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9170775.862068966,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
193,WeightedSumNSGA2Baseline,660769.9619771864,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9339230.038022814,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
194,WeightedSumNSGA2Baseline,762050.5617977527,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9237949.438202247,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
195,WeightedSumNSGA2Baseline,682788.4615384615,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9317211.538461538,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
196,WeightedSumNSGA2Baseline,804573.732718894,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9195426.267281106,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack,1
197,WeightedSumNSGA2Baseline,330062.5,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9669937.5,-299996.34708,-48500.0,0.99,49999.99999999999,True,3.8350958824157715,FOS_Basic_FBG,DL_AttentionUNet_Crack,1
198,WeightedSumNSGA2Baseline,831494.8453608247,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9168505.154639175,-299926.9416,-4500.0,0.99,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard,1
199,WeightedSumNSGA2Baseline,603125.0,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9396875.0,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,1
200,WeightedSumNSGA2Baseline,485606.06060606067,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9514393.93939394,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
201,WeightedSumNSGA2Baseline,408588.9570552147,0.18999999999999995,310.0,10.0,54.7938,0.00025,-190.0,-0.21000000000000008,-9591411.042944785,-299945.2062,-2500.0,0.81,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv5s_Optimized,2
202,WeightedSumNSGA2Baseline,451466.48044692737,0.22599999999999998,310.0,10.0,54.7938,0.00025,-190.0,-0.17400000000000004,-9548533.519553073,-299945.2062,-2500.0,0.774,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_RetinaNet_Focal,2
203,WeightedSumNSGA2Baseline,461904.7619047619,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9538095.238095239,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
204,WeightedSumNSGA2Baseline,574090.9090909092,0.2849999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.1150000000000001,-9425909.09090909,-299945.2062,-2500.0,0.7150000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,Traditional_Otsu_Enhanced,2
205,WeightedSumNSGA2Baseline,407205.8823529412,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9592794.11764706,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
206,WeightedSumNSGA2Baseline,568805.3097345133,0.2849999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.1150000000000001,-9431194.690265486,-299945.2062,-2500.0,0.7150000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,Traditional_Otsu_Enhanced,2
207,WeightedSumNSGA2Baseline,530319.1489361703,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9469680.851063829,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
208,WeightedSumNSGA2Baseline,590551.1811023622,0.16299999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.2370000000000001,-9409448.818897638,-299945.2062,-2500.0,0.8370000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,2
209,WeightedSumNSGA2Baseline,608974.358974359,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9391025.64102564,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
210,WeightedSumNSGA2Baseline,670296.6101694915,0.22599999999999998,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.17400000000000004,-9329703.38983051,-299926.9416,-4500.0,0.774,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_RetinaNet_Focal,2
211,WeightedSumNSGA2Baseline,409433.96226415096,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9590566.03773585,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
212,WeightedSumNSGA2Baseline,651515.1515151515,0.18999999999999995,310.0,10.0,54.7938,0.00025,-190.0,-0.21000000000000008,-9348484.848484848,-299945.2062,-2500.0,0.81,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv5s_Optimized,2
213,WeightedSumNSGA2Baseline,479285.71428571426,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9520714.285714285,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
214,WeightedSumNSGA2Baseline,633254.716981132,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9366745.283018868,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
215,WeightedSumNSGA2Baseline,406465.51724137925,0.244,310.0,10.0,54.7938,0.00025,-190.0,-0.15600000000000003,-9593534.48275862,-299945.2062,-2500.0,0.756,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_MaskRCNN_ResNet50,2
216,WeightedSumNSGA2Baseline,392003.1055900621,0.05399999999999994,310.0,10.0,54.7938,0.00025,-190.0,-0.3460000000000001,-9607996.894409938,-299945.2062,-2500.0,0.9460000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_RetinaNet_Focal,2
217,WeightedSumNSGA2Baseline,462600.0,0.235,310.0,10.0,54.7938,0.00025,-190.0,-0.16500000000000004,-9537400.0,-299945.2062,-2500.0,0.765,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_FasterRCNN_FPN,2
218,WeightedSumNSGA2Baseline,408900.92879256967,0.07599999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.32400000000000007,-9591099.07120743,-299945.2062,-2500.0,0.924,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_MaskRCNN_ResNet50,2
219,WeightedSumNSGA2Baseline,623863.6363636364,0.235,310.0,10.0,54.7938,0.00025,-190.0,-0.16500000000000004,-9376136.363636363,-299945.2062,-2500.0,0.765,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_FasterRCNN_FPN,2
220,WeightedSumNSGA2Baseline,410901.6393442623,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9589098.360655738,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
221,WeightedSumNSGA2Baseline,406107.9545454546,0.22599999999999998,310.0,10.0,54.7938,0.00025,-190.0,-0.17400000000000004,-9593892.045454545,-299945.2062,-2500.0,0.774,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_RetinaNet_Focal,2
222,WeightedSumNSGA2Baseline,461904.7619047619,0.127,310.0,10.0,54.7938,0.00025,-190.0,-0.273,-9538095.238095239,-299945.2062,-2500.0,0.873,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv8_SOTA,2
223,WeightedSumNSGA2Baseline,663720.4724409449,0.22599999999999998,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.17400000000000004,-9336279.527559055,-299926.9416,-4500.0,0.774,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_RetinaNet_Focal,2
224,WeightedSumNSGA2Baseline,682009.3457943925,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9317990.654205607,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
225,WeightedSumNSGA2Baseline,673636.3636363636,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9326363.636363637,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv5s_Optimized,2
226,WeightedSumNSGA2Baseline,447757.4750830565,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9552242.524916943,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
227,WeightedSumNSGA2Baseline,633254.716981132,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9366745.283018868,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
228,WeightedSumNSGA2Baseline,518137.2549019608,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9481862.74509804,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv5s_Optimized,2
229,WeightedSumNSGA2Baseline,406196.5811965812,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9593803.418803418,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
230,WeightedSumNSGA2Baseline,461084.9056603774,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9538915.094339622,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
231,WeightedSumNSGA2Baseline,479285.71428571426,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9520714.285714285,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
232,WeightedSumNSGA2Baseline,682009.3457943925,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9317990.654205607,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
233,WeightedSumNSGA2Baseline,446568.6274509804,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9553431.37254902,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
234,WeightedSumNSGA2Baseline,475458.7155963303,0.05399999999999994,310.0,10.0,54.7938,0.00025,-190.0,-0.3460000000000001,-9524541.28440367,-299945.2062,-2500.0,0.9460000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_RetinaNet_Focal,2
235,WeightedSumNSGA2Baseline,619419.642857143,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9380580.357142856,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
236,WeightedSumNSGA2Baseline,617256.6371681415,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9382743.362831859,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
237,WeightedSumNSGA2Baseline,633254.716981132,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9366745.283018868,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
238,WeightedSumNSGA2Baseline,548259.493670886,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9451740.506329114,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
239,WeightedSumNSGA2Baseline,478955.69620253163,0.08699999999999997,310.0,10.0,54.7938,0.00025,-190.0,-0.31300000000000006,-9521044.303797469,-299945.2062,-2500.0,0.913,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
240,WeightedSumNSGA2Baseline,461356.4668769716,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9538643.533123028,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,2
241,WeightedSumNSGA2Baseline,621621.6216216215,0.253,310.0,10.0,54.7938,0.00025,-190.0,-0.14700000000000002,-9378378.378378378,-299945.2062,-2500.0,0.747,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
242,WeightedSumNSGA2Baseline,603125.0,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9396875.0,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
243,WeightedSumNSGA2Baseline,481655.8441558442,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9518344.155844156,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_YOLOv7_Standard,2
244,WeightedSumNSGA2Baseline,461084.9056603774,0.08699999999999997,310.0,10.0,54.7938,0.00025,-190.0,-0.31300000000000006,-9538915.094339622,-299945.2062,-2500.0,0.913,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_EfficientNet_B0,2
245,WeightedSumNSGA2Baseline,533695.6521739131,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9466304.347826086,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
246,WeightedSumNSGA2Baseline,451041.6666666666,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9548958.333333334,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
247,WeightedSumNSGA2Baseline,409433.96226415096,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9590566.03773585,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
248,WeightedSumNSGA2Baseline,547169.8113207547,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9452830.188679244,-299945.2062,-2500.0,0.792,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_SAM_Detectron2,2
249,WeightedSumNSGA2Baseline,409218.75,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9590781.25,-299945.2062,-2500.0,0.99,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,DL_AttentionUNet_Crack,2
250,WeightedSumNSGA2Baseline,673890.8450704225,0.20799999999999996,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.19200000000000006,-9326109.154929578,-299926.9416,-4500.0,0.792,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,ML_RandomForest_Fast,2
251,WeightedSumNSGA2Baseline,642678.5714285715,0.127,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.273,-9357321.42857143,-299926.9416,-4500.0,0.873,6000.0,True,3.8350958824157715,Vehicle_Accelerometer_Pro,DL_YOLOv8_SOTA,2
252,WeightedSumNSGA2Baseline,769200.0,0.03199999999999992,310.0,10.0,54.7938,0.00025,-190.0,-0.3680000000000001,-9230800.0,-299945.2062,-2500.0,0.9680000000000001,4000.0,True,3.8350958824157715,Vehicle_Smartphone_System,ML_RandomForest_Fast,2
