solution_id,method,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,g1,g2,g3,g4,g5,detection_recall,system_MTBF_hours,is_feasible,time_seconds,sensor,algorithm
39,GridSearchBaseline,425076.2195121951,0.244,310.0,10.0,54.7938,0.00025,-190.0,-0.15600000000000003,-9574923.780487806,-299945.2062,-2500.0,0.756,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_MaskRCNN_ResNet50
40,GridSearchBaseline,818918.9189189189,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9181081.081081081,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
41,GridSearchBaseline,524318.1818181819,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9475681.818181818,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
42,GridSearchBaseline,464754.0983606558,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9535245.901639344,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
43,GridSearchBaseline,439411.7647058824,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9560588.235294119,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
44,GridSearchBaseline,425076.2195121951,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9574923.780487806,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
45,GridSearchBaseline,818918.9189189189,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9181081.081081081,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
46,GridSearchBaseline,524318.1818181819,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9475681.818181818,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
47,GridSearchBaseline,464754.0983606558,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9535245.901639344,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
48,GridSearchBaseline,439411.7647058824,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9560588.235294119,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
49,GridSearchBaseline,425076.2195121951,0.3879999999999999,310.0,10.0,54.7938,0.00025,-190.0,-0.012000000000000122,-9574923.780487806,-299945.2062,-2500.0,0.6120000000000001,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,Traditional_Canny_Optimized
50,GridSearchBaseline,818918.9189189189,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9181081.081081081,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
51,GridSearchBaseline,524318.1818181819,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9475681.818181818,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
52,GridSearchBaseline,464754.0983606558,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9535245.901639344,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
53,GridSearchBaseline,439411.7647058824,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9560588.235294119,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
54,GridSearchBaseline,425076.2195121951,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9574923.780487806,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
55,GridSearchBaseline,818918.9189189189,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9181081.081081081,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
56,GridSearchBaseline,524318.1818181819,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9475681.818181818,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
57,GridSearchBaseline,464754.0983606558,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9535245.901639344,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
58,GridSearchBaseline,439411.7647058824,0.20799999999999996,310.0,10.0,54.7938,0.00025,-190.0,-0.19200000000000006,-9560588.235294119,-299945.2062,-2500.0,0.792,4000.0,True,0.0008504390716552734,Vehicle_Smartphone_System,DL_SAM_Detectron2
