solution_id,f1_total_cost_USD,f2_one_minus_recall,f3_latency_seconds,f4_traffic_disruption_hours,f5_carbon_emissions_kgCO2e_year,f6_system_reliability_inverse_MTBF,g1,g2,g3,g4,g5,detection_recall,system_MTBF_hours,annual_cost_USD,is_feasible,time_seconds,sensor,algorithm
391,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_YOLOv7_Standard
392,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv8_SOTA
393,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack
394,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv7_Standard
395,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_YOLOv8_SOTA
396,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_YOLOv7_Standard
397,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv7_Standard
398,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv8_SOTA
399,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack
400,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard
401,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_AttentionUNet_Crack
402,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv7_Standard
403,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_YOLOv7_Standard
404,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv7_Standard
405,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv7_Standard
406,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack
407,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_AttentionUNet_Crack
408,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_YOLOv8_SOTA
409,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv7_Standard
410,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv7_Standard
411,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,Hybrid_CNN_SVM
412,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,Hybrid_CNN_SVM
413,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_YOLOv8_SOTA
414,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv7_Standard
415,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv7_Standard
416,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv8_Nano
417,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_YOLOv7_Standard
418,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_YOLOv7_Standard
419,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv7_Standard
420,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,DL_YOLOv7_Standard
421,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_YOLOv8_SOTA
422,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,Hybrid_CNN_SVM
423,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_AttentionUNet_Crack
424,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_AttentionUNet_Crack
425,390041.2087912088,0.010000000000000009,310.0,10.0,54.7938,0.00025,-190.0,-0.39,-9609958.79120879,-299945.2062,-2500.0,0.99,4000.0,39004.12087912088,True,127.96644759178162,Vehicle_Smartphone_System,Hybrid_CNN_SVM
426,592541.2087912088,0.010000000000000009,160.0,10.0,73.05839999999999,0.00016666666666666666,-340.0,-0.39,-9407458.79120879,-299926.9416,-4500.0,0.99,6000.0,59254.12087912088,True,127.96644759178162,Vehicle_Accelerometer_Pro,DL_AttentionUNet_Crack
427,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_AttentionUNet_Crack
428,540041.2087912088,0.010000000000000009,65.0,200.0,18.264599999999998,1.6666666666666667e-05,-435.0,-0.39,-9459958.79120879,-299981.7354,-58500.0,0.99,60000.0,54004.12087912088,True,127.96644759178162,FOS_Luna_ODiSI,DL_YOLOv8_SOTA
429,231041.20879120877,0.010000000000000009,65.0,200.0,3.65292,2e-05,-435.0,-0.39,-9768958.79120879,-299996.34708,-48500.0,0.99,49999.99999999999,23104.120879120877,True,127.96644759178162,FOS_Basic_FBG,DL_YOLOv7_Standard
